origin_name,verify_name,url
BB-43/田纳西号 ,<em>田纳西号</em>,https://baike.baidu.com/item/%E7%94%B0%E7%BA%B3%E8%A5%BF%E5%8F%B7/3179129
BB-47/华盛顿号战列舰,<em>华盛顿号战列舰</em>,https://baike.baidu.com/item/%E5%8D%8E%E7%9B%9B%E9%A1%BF%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/270766
青叶号/Aoba,<em>青叶级</em>,https://baike.baidu.com/item/%E9%9D%92%E5%8F%B6%E7%BA%A7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/4292909
扶桑级/Fuso战列舰,<em>扶桑</em>,https://baike.baidu.com/item/%E6%89%B6%E6%A1%91%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/3909844
长门级/Nagato 战列舰,<em>长门级战列舰</em>,https://baike.baidu.com/item/%E9%95%BF%E9%97%A8%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/7617868
金刚级/Kongo战列舰,<em>金刚级战列舰</em>,https://baike.baidu.com/item/%E9%87%91%E5%88%9A%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/6276554
伊势号/Ise,<em>伊势号</em>,https://baike.baidu.com/item/%E4%BC%8A%E5%8A%BF%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/3910366
伊势级/Ise,<em>伊势级</em>,https://baike.baidu.com/item/%E4%BC%8A%E5%8A%BF%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/7614576
天城级/Amagi 战列舰,<em>天城级战列</em>,https://baike.baidu.com/item/%E5%A4%A9%E5%9F%8E%E7%BA%A7%E6%88%98%E5%88%97%E5%B7%A1%E6%B4%8B%E8%88%B0/10836187
雾岛号/Kirishima,<em>雾岛号</em>,https://baike.baidu.com/item/%E9%9B%BE%E5%B2%9B%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/5614488
BB-20/佛蒙特号战列舰,<em>佛蒙特号战列舰</em>,/item/%E4%BD%9B%E8%92%99%E7%89%B9%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-15/佐治亚号战列舰 ,<em>佐治亚号战列舰</em>,/item/%E4%BD%90%E6%B2%BB%E4%BA%9A%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
大和级/Yamato战列舰,<em>大和</em>,https://baike.baidu.com/item/%E5%A4%A7%E5%92%8C%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/10782457
陆奥号/Mutsu ,<em>陆奥号</em>,https://baike.baidu.com/item/%E9%99%86%E5%A5%A5%E5%8F%B7/3187566
金刚号/Kongo战列舰,<em>金刚</em>,https://baike.baidu.com/item/%E9%87%91%E5%88%9A%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/6276554
日向号/Hyuga ,<em>日向</em>,https://baike.baidu.com/item/%E6%97%A5%E5%90%91%E7%BA%A7%E7%9B%B4%E5%8D%87%E6%9C%BA%E9%A9%B1%E9%80%90%E8%88%B0/9075808
黎赛留级战列舰/Richelieu,<em>黎塞留级战列舰</em>,https://baike.baidu.com/item/%E9%BB%8E%E5%A1%9E%E7%95%99%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/8021266
大和号/Yamato战列舰,<em>大和号战列舰</em>,https://baike.baidu.com/item/%E5%A4%A7%E5%92%8C%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/10782457
长门号/Nagato 战列舰,<em>长门号战列舰</em>,https://baike.baidu.com/item/%E9%95%BF%E9%97%A8%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/4051221
敦刻尔克级/Dunkerque战列舰,<em>敦刻尔克级战列舰</em>,https://baike.baidu.com/item/%E6%95%A6%E5%88%BB%E5%B0%94%E5%85%8B%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/8543829
比睿号/Hiei巡洋战舰,<em>比睿号战列舰</em>,https://baike.baidu.com/item/%E6%AF%94%E7%9D%BF%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/5289834
维托里奥·维内托级 战列舰,维托里奥·维内托级 战列舰,https://baike.baidu.com/item/%E7%BB%B4%E6%89%98%E9%87%8C%E5%A5%A5%C2%B7%E7%BB%B4%E5%86%85%E6%89%98%E7%BA%A7%20%E6%88%98%E5%88%97%E8%88%B0
加富尔伯爵级战列舰,加富尔伯爵级战列舰,https://baike.baidu.com/item/%E5%8A%A0%E5%AF%8C%E5%B0%94%E4%BC%AF%E7%88%B5%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
山城号/Yamashiro,<em>山城号</em>,https://baike.baidu.com/item/%E5%B1%B1%E5%9F%8E%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/10953260
孤拔级/科尔贝级战列舰,<em>孤拔级战列舰</em>,https://baike.baidu.com/item/%E5%AD%A4%E6%8B%94%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/10131134
镇远舰 铁甲舰,<em>镇远</em>,https://baike.baidu.com/item/%E9%95%87%E8%BF%9C%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/1547789
英王乔治五世级战列舰 (1936年) ,<em>乔治五世</em>,https://baike.baidu.com/item/%E4%B9%94%E6%B2%BB%E4%BA%94%E4%B8%96%E5%9B%BD%E7%8E%8B%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/109073
朱利奥·凯撒号,<em>朱利奥凯撒号</em>,https://baike.baidu.com/item/%E6%9C%B1%E5%88%A9%E5%A5%A5%E5%87%AF%E6%92%92%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/10167576
俾斯麦号战列舰,俾斯麦号战列舰,https://baike.baidu.com/item/%E4%BF%BE%E6%96%AF%E9%BA%A6%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
无畏级/Dreadnaught  战列舰,<em>无畏舰</em>,https://baike.baidu.com/item/%E6%97%A0%E7%95%8F%E8%88%B0/992002
布列塔尼级/Bretagne战列舰,<em>布列塔尼级战列舰</em>,https://baike.baidu.com/item/%E5%B8%83%E5%88%97%E5%A1%94%E5%B0%BC%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/273317
加富尔伯爵号战列舰,加富尔伯爵号战列舰,https://baike.baidu.com/item/%E5%8A%A0%E5%AF%8C%E5%B0%94%E4%BC%AF%E7%88%B5%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
纳尔逊级,纳尔逊级,https://baike.baidu.com/item/%E7%BA%B3%E5%B0%94%E9%80%8A%E7%BA%A7
莱昂纳多·达·芬奇号,<em>莱昂纳多·达·芬奇</em>,/item/%E8%8E%B1%E6%98%82%E7%BA%B3%E5%A4%9A%C2%B7%E8%BE%BE%C2%B7%E8%8A%AC%E5%A5%87/22697775
“尹永夏”级(PKG)导弹巡逻艇,<em>PKG级导弹艇</em>,/item/PKG%E7%BA%A7%E5%AF%BC%E5%BC%B9%E8%89%87
高雄级重巡洋舰/Takao ,<em>高雄级重巡洋舰</em>,https://baike.baidu.com/item/%E9%AB%98%E9%9B%84%E7%BA%A7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/5816870
天城号/Amagi,<em>天城号</em>,/item/%E5%A4%A9%E5%9F%8E%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
“喀拉”级导弹巡洋舰,<em>喀拉级导弹巡洋舰</em>,https://baike.baidu.com/item/%E5%96%80%E6%8B%89%E7%BA%A7%E5%AF%BC%E5%BC%B9%E5%B7%A1%E6%B4%8B%E8%88%B0/1341237
最上级重巡洋舰/Mogami ,<em>最上级重巡洋舰</em>,https://baike.baidu.com/item/%E6%9C%80%E4%B8%8A%E7%BA%A7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/5816918
“格劳海军上将”级巡洋舰,<em>格劳海军上将号巡洋舰</em>,https://baike.baidu.com/item/%E6%A0%BC%E5%8A%B3%E6%B5%B7%E5%86%9B%E4%B8%8A%E5%B0%86%E5%8F%B7%E5%B7%A1%E6%B4%8B%E8%88%B0/1341317
“无敌”级常规动力航空母舰,<em>无敌级航空母舰</em>,https://baike.baidu.com/item/%E6%97%A0%E6%95%8C%E7%BA%A7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/10313431
青叶级/Aoba,<em>青叶级</em>,https://baike.baidu.com/item/%E9%9D%92%E5%8F%B6%E7%BA%A7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/4292909
“光荣”级导弹巡洋舰,“光荣”级导弹巡洋舰,https://baike.baidu.com/item/%E2%80%9C%E5%85%89%E8%8D%A3%E2%80%9D%E7%BA%A7%E5%AF%BC%E5%BC%B9%E5%B7%A1%E6%B4%8B%E8%88%B0
古鹰级/Furutaka,<em>古鹰级</em>,https://baike.baidu.com/item/%E5%8F%A4%E9%B9%B0%E7%BA%A7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/5816817
“基洛夫”级核动力导弹巡洋舰,<em>基洛夫</em>,https://baike.baidu.com/item/%E5%9F%BA%E6%B4%9B%E5%A4%AB%E5%8F%B7%E6%A0%B8%E5%8A%A8%E5%8A%9B%E5%AF%BC%E5%BC%B9%E5%B7%A1%E6%B4%8B%E8%88%B0/12583046
古鹰号/Furutaka 巡洋舰,<em>古鹰</em>,https://baike.baidu.com/item/%E5%8F%A4%E9%B9%B0%E7%BA%A7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/5816817
衣笠号/Kinugasa ,衣笠号/Kinugasa ,https://baike.baidu.com/item/%E8%A1%A3%E7%AC%A0%E5%8F%B7/Kinugasa%20
妙高级/Myoko 巡洋舰,<em>妙高级</em>,https://baike.baidu.com/item/%E5%A6%99%E9%AB%98%E7%BA%A7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/3704019
球磨级/Kuma,<em>球磨级</em>,https://baike.baidu.com/item/%E7%90%83%E7%A3%A8%E7%BA%A7%E8%BD%BB%E5%9E%8B%E5%B7%A1%E6%B4%8B%E8%88%B0/12605087
天龙级/Tenryu,<em>天龙级</em>,https://baike.baidu.com/item/%E5%A4%A9%E9%BE%99%E7%BA%A7%E5%B7%A1%E6%B4%8B%E8%88%B0/12584486
三偎号/Mikuma,<em>三偎号</em>,https://baike.baidu.com/item/%E4%B8%89%E5%81%8E%E5%8F%B7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/4481415
川内级/Sendai 巡洋舰,<em>川内级</em>,https://baike.baidu.com/item/%E5%B7%9D%E5%86%85%E7%BA%A7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/9386328
长良级/Nagara 巡洋舰,<em>长良级</em>,https://baike.baidu.com/item/%E9%95%BF%E8%89%AF%E7%BA%A7%E8%BD%BB%E5%9E%8B%E5%B7%A1%E6%B4%8B%E8%88%B0/921459
那智号/Nachi ,<em>那智号</em>,https://baike.baidu.com/item/%E9%82%A3%E6%99%BA%E5%8F%B7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/4480184
加古号/Kako巡洋舰,<em>加古号巡洋舰</em>,https://baike.baidu.com/item/%E5%8A%A0%E5%8F%A4%E5%8F%B7%E5%B7%A1%E6%B4%8B%E8%88%B0/3913567
夕张级/Yubari,<em>夕张级</em>,https://baike.baidu.com/item/%E5%A4%95%E5%BC%A0%E7%BA%A7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/9386466
阿贺野级/Agano巡洋舰,<em>阿贺野级</em>,https://baike.baidu.com/item/%E9%98%BF%E8%B4%BA%E9%87%8E%E7%BA%A7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/9386452
阿武隈号/Abukuma巡洋舰,<em>阿武隈号</em>,/item/%E9%98%BF%E6%AD%A6%E9%9A%88%E5%8F%B7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0
大淀级/Oyodo轻型巡洋舰,<em>大淀级轻巡洋舰</em>,https://baike.baidu.com/item/%E5%A4%A7%E6%B7%80%E7%BA%A7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/9386510
球磨号/Kuma,<em>球磨号</em>,https://baike.baidu.com/item/%E7%90%83%E7%A3%A8%E5%8F%B7%E5%B7%A1%E6%B4%8B%E8%88%B0/9657423
酒勾号轻/Sakawa巡洋舰,<em>酒勾号/sakawa</em>,/item/%E9%85%92%E5%8B%BE%E5%8F%B7%2Fsakawa
吉野号快速/YOSHINO巡洋舰,“,https://baike.baidu.com/item/%E2%80%9C%E5%90%89%E9%87%8E%E2%80%9D%E5%8F%B7%E5%BF%AB%E9%80%9F%E5%B7%A1%E6%B4%8B%E8%88%B0/8437235
那珂号轻巡洋舰/Naka ,<em>那珂号轻巡洋舰</em>,https://baike.baidu.com/item/%E9%82%A3%E7%8F%82%E5%8F%B7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/4482142
龙田号/Tatsuda ,<em>龙田号</em>,https://baike.baidu.com/item/%E9%BE%99%E7%94%B0%E5%8F%B7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/4480476
爱宕号/Atago巡洋舰,<em>爱宕号</em>,https://baike.baidu.com/item/%E7%88%B1%E5%AE%95%E5%8F%B7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/4480271
长良号/Nagara 巡洋舰,<em>长良</em>,https://baike.baidu.com/item/%E9%95%BF%E8%89%AF%E7%BA%A7%E8%BD%BB%E5%9E%8B%E5%B7%A1%E6%B4%8B%E8%88%B0/921459
天龙号/Tenryu,<em>天龙号</em>,https://baike.baidu.com/item/%E5%A4%A9%E9%BE%99%E5%8F%B7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/4480379
阿贺野号/Agano轻巡洋舰,<em>阿贺野号轻巡洋舰</em>,https://baike.baidu.com/item/%E9%98%BF%E8%B4%BA%E9%87%8E%E5%8F%B7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/4484625
多摩号/Tama轻巡洋舰,<em>多摩号轻巡洋舰</em>,https://baike.baidu.com/item/%E5%A4%9A%E6%91%A9%E5%8F%B7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/7292183
新高号/Niitaka,新高级防护巡洋舰 - 百度百科,/item/%E6%96%B0%E9%AB%98%E7%BA%A7%E9%98%B2%E6%8A%A4%E5%B7%A1%E6%B4%8B%E8%88%B0
妙高号/Myoko,<em>妙高</em>,https://baike.baidu.com/item/%E5%A6%99%E9%AB%98%E7%BA%A7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/3704019
矢矧号轻巡洋舰/Yahagi ,<em>矢矧号轻巡洋舰</em>,https://baike.baidu.com/item/%E7%9F%A2%E7%9F%A7%E5%8F%B7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/4484694
出云号/Izumo 巡洋舰,<em>出云号巡洋舰</em>,https://baike.baidu.com/item/%E5%87%BA%E4%BA%91%E5%8F%B7%E5%B7%A1%E6%B4%8B%E8%88%B0/3653782
高雄号/Takao 巡洋舰,<em>高雄号巡洋舰</em>,https://baike.baidu.com/item/%E9%AB%98%E9%9B%84%E5%8F%B7%E5%B7%A1%E6%B4%8B%E8%88%B0/3963144
松岛号防护巡洋舰/matsushima,<em>松岛号</em>,https://baike.baidu.com/item/%E6%9D%BE%E5%B2%9B%E5%8F%B7/10304074
木曾号/KISO,<em>木曾</em>,/item/%E6%9C%A8%E6%9B%BE/16007910
鬼怒号/Kinu 巡洋舰,<em>鬼怒号</em>,/item/%E9%AC%BC%E6%80%92%E5%8F%B7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0
由良号/Yura,日本“,https://baike.baidu.com/item/%E6%97%A5%E6%9C%AC%E2%80%9C%E7%94%B1%E8%89%AF%E2%80%9D%E7%BA%A7%E9%80%9A%E7%94%A8%E7%99%BB%E9%99%86%E8%88%B0/8997115
夕张号/Yubari,<em>夕张号</em>,https://baike.baidu.com/item/%E5%A4%95%E5%BC%A0%E5%8F%B7/9043171
筑波号/Tsukuba,<em>筑波</em>,https://baike.baidu.com/item/%E7%AD%91%E6%B3%A2%E7%BA%A7%E6%88%98%E5%88%97%E5%B7%A1%E6%B4%8B%E8%88%B0/6937901
铃谷号/Suzuya 巡洋舰,<em>铃谷号</em>,https://baike.baidu.com/item/%E9%93%83%E8%B0%B7%E5%8F%B7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/4481466
北上号/Kitakami 巡洋舰,<em>北上号</em>,https://baike.baidu.com/item/%E5%8C%97%E4%B8%8A%E5%8F%B7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/7292201
足柄号/Ashigara 巡洋舰,<em>足柄号</em>,https://baike.baidu.com/item/%E8%B6%B3%E6%9F%84%E5%8F%B7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/4480201
羽黑号/Haguro 重巡洋舰,去网页搜索：,https://baike.baidu.com/item/%E7%BE%BD%E9%BB%91%E5%8F%B7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/4480219?fr=aladdin
五十铃号/Isuzu 巡洋舰,<em>五十铃号巡洋舰</em>,https://baike.baidu.com/item/%E4%BA%94%E5%8D%81%E9%93%83%E5%8F%B7%E5%B7%A1%E6%B4%8B%E8%88%B0/1831033
摩耶号/Maya 巡洋舰,<em>摩耶号</em>,https://baike.baidu.com/item/%E6%91%A9%E8%80%B6%E5%8F%B7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/7078865
名取号/Natori 轻巡洋舰,长良级,https://baike.baidu.com/item/%E9%95%BF%E8%89%AF%E7%BA%A7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/9386369
生驹号/Ikoma 巡洋舰,筑波级战列,https://baike.baidu.com/item/%E7%AD%91%E6%B3%A2%E7%BA%A7%E6%88%98%E5%88%97%E5%B7%A1%E6%B4%8B%E8%88%B0/6937901
能代号/Noshiro 巡洋舰,<em>能代号/noshiro</em>,/item/%E8%83%BD%E4%BB%A3%E5%8F%B7%2Fnoshiro
对马号/Tsushima 巡洋舰,<em>对马号</em>,https://baike.baidu.com/item/%E5%AF%B9%E9%A9%AC%E5%8F%B7%E9%98%B2%E6%8A%A4%E5%B7%A1%E6%B4%8B%E8%88%B0/22217429
严岛号/Itsukushima 巡洋舰,<em>严岛号</em>,https://baike.baidu.com/item/%E4%B8%A5%E5%B2%9B%E5%8F%B7/10304095
克列斯塔I级 巡洋舰,<em>克列斯塔I级</em>,https://baike.baidu.com/item/%E5%85%8B%E5%88%97%E6%96%AF%E5%A1%94I%E7%BA%A7%E5%AF%BC%E5%BC%B9%E5%B7%A1%E6%B4%8B%E8%88%B0/12576305
熊野号/Kumano 重巡洋舰,<em>熊野号重巡洋舰</em>,https://baike.baidu.com/item/%E7%86%8A%E9%87%8E%E5%8F%B7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/4481482
大井号/Oii 轻巡洋舰,<em>大井号轻巡洋舰</em>,https://baike.baidu.com/item/%E5%A4%A7%E4%BA%95%E5%8F%B7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/7292217
桥立号/Hashidate 巡洋舰,<em>桥立号</em>,/item/%E6%A1%A5%E7%AB%8B%E5%8F%B7%E9%98%B2%E6%8A%A4%E5%B7%A1%E6%B4%8B%E8%88%B0
林仙级轻巡洋舰/Arethusa,<em>林仙级轻巡洋舰</em>,https://baike.baidu.com/item/%E6%9E%97%E4%BB%99%E7%BA%A7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/6737587
神通号/Shintsu 巡洋舰,<em>神通号</em>,https://baike.baidu.com/item/%E7%A5%9E%E9%80%9A%E5%8F%B7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/4482126
斯维尔德洛夫级 巡洋舰,斯维尔德洛夫级 巡洋舰,https://baike.baidu.com/item/%E6%96%AF%E7%BB%B4%E5%B0%94%E5%BE%B7%E6%B4%9B%E5%A4%AB%E7%BA%A7%20%E5%B7%A1%E6%B4%8B%E8%88%B0
1134A型/克列斯塔II级 巡洋舰,<em>1134A型巡洋舰</em>,/item/1134A%E5%9E%8B%E5%B7%A1%E6%B4%8B%E8%88%B0
58型/肯达级 导弹巡洋舰,<em>58型巡洋舰</em>,/item/58%E5%9E%8B%E5%B7%A1%E6%B4%8B%E8%88%B0
红色高加索号 重巡洋舰,红色高加索号 重巡洋舰,https://baike.baidu.com/item/%E7%BA%A2%E8%89%B2%E9%AB%98%E5%8A%A0%E7%B4%A2%E5%8F%B7%20%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0
鸟海号/Chokai 重巡洋舰,去网页搜索：,https://baike.baidu.com/item/%E9%B8%9F%E6%B5%B7%E5%8F%B7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/4481365?fr=aladdin
声望级战列巡洋舰,声望级战列巡洋舰,https://baike.baidu.com/item/%E5%A3%B0%E6%9C%9B%E7%BA%A7%E6%88%98%E5%88%97%E5%B7%A1%E6%B4%8B%E8%88%B0
致远舰,致远舰,https://baike.baidu.com/item/%E8%87%B4%E8%BF%9C%E8%88%B0
狮级/Lion 战列巡洋舰,<em>狮级战列巡洋舰</em>,https://baike.baidu.com/item/%E7%8B%AE%E7%BA%A7%E6%88%98%E5%88%97%E5%B7%A1%E6%B4%8B%E8%88%B0/4916574
城级爱丁堡号/Edinburgh 巡洋舰,<em>爱丁堡级</em>,https://baike.baidu.com/item/%E7%88%B1%E4%B8%81%E5%A0%A1%E7%BA%A7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/1208245
虎号/Tiger 战列巡洋舰,<em>虎号战列巡洋舰</em>,https://baike.baidu.com/item/%E8%99%8E%E5%8F%B7%E6%88%98%E5%88%97%E5%B7%A1%E6%B4%8B%E8%88%B0/4916241
不倦级/Indefatigable 战列巡洋舰,<em>不倦级战列巡洋舰</em>,https://baike.baidu.com/item/%E4%B8%8D%E5%80%A6%E7%BA%A7%E6%88%98%E5%88%97%E5%B7%A1%E6%B4%8B%E8%88%B0/194400
致远级 巡洋舰,致远级 巡洋舰,https://baike.baidu.com/item/%E8%87%B4%E8%BF%9C%E7%BA%A7%20%E5%B7%A1%E6%B4%8B%E8%88%B0
肯特级重巡洋舰/Kent ,<em>肯特级重巡洋舰</em>,https://baike.baidu.com/item/%E8%82%AF%E7%89%B9%E7%BA%A7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/2671579
定远级巡洋舰 ,定远级巡洋舰 ,https://baike.baidu.com/item/%E5%AE%9A%E8%BF%9C%E7%BA%A7%E5%B7%A1%E6%B4%8B%E8%88%B0%20
胡德号 战列巡洋舰,胡德号 战列巡洋舰,https://baike.baidu.com/item/%E8%83%A1%E5%BE%B7%E5%8F%B7%20%E6%88%98%E5%88%97%E5%B7%A1%E6%B4%8B%E8%88%B0
海容级巡洋舰,海容级巡洋舰,https://baike.baidu.com/item/%E6%B5%B7%E5%AE%B9%E7%BA%A7%E5%B7%A1%E6%B4%8B%E8%88%B0
超勇舰 巡洋舰,<em>超勇号</em>,https://baike.baidu.com/item/%E8%B6%85%E5%8B%87%E5%8F%B7/3916204
伦敦级重巡洋舰,伦敦级重巡洋舰,https://baike.baidu.com/item/%E4%BC%A6%E6%95%A6%E7%BA%A7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0
诺福克级重巡洋舰,诺福克级重巡洋舰,https://baike.baidu.com/item/%E8%AF%BA%E7%A6%8F%E5%85%8B%E7%BA%A7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0
冯·德·坦恩号战列巡洋舰,冯·德·坦恩号战列巡洋舰,https://baike.baidu.com/item/%E5%86%AF%C2%B7%E5%BE%B7%C2%B7%E5%9D%A6%E6%81%A9%E5%8F%B7%E6%88%98%E5%88%97%E5%B7%A1%E6%B4%8B%E8%88%B0
狄多级轻型巡洋舰,<em>黛朵级轻型</em>,https://baike.baidu.com/item/%E9%BB%9B%E6%9C%B5%E7%BA%A7%E8%BD%BB%E5%9E%8B%E9%98%B2%E7%A9%BA%E5%B7%A1%E6%B4%8B%E8%88%B0/881535
平远舰,平远舰,https://baike.baidu.com/item/%E5%B9%B3%E8%BF%9C%E8%88%B0
沙恩霍斯特级,<em>沙恩霍斯特级</em>,https://baike.baidu.com/item/%E6%B2%99%E6%81%A9%E9%9C%8D%E6%96%AF%E7%89%B9%E7%BA%A7%E6%88%98%E5%88%97%E5%B7%A1%E6%B4%8B%E8%88%B0/8021060
经远级巡洋舰,经远级巡洋舰,https://baike.baidu.com/item/%E7%BB%8F%E8%BF%9C%E7%BA%A7%E5%B7%A1%E6%B4%8B%E8%88%B0
靖远舰/巡洋舰,<em>靖远舰</em>,https://baike.baidu.com/item/%E9%9D%96%E8%BF%9C%E8%88%B0/1247085
扬威舰,扬威舰,https://baike.baidu.com/item/%E6%89%AC%E5%A8%81%E8%88%B0
约克级重型巡洋舰,<em>约克级重巡洋舰</em>,https://baike.baidu.com/item/%E7%BA%A6%E5%85%8B%E7%BA%A7%E9%87%8D%E5%B7%A1%E6%B4%8B%E8%88%B0/1216114
超勇级 巡洋舰,超勇级 巡洋舰,https://baike.baidu.com/item/%E8%B6%85%E5%8B%87%E7%BA%A7%20%E5%B7%A1%E6%B4%8B%E8%88%B0
莱比锡级,<em>莱比锡级</em>,https://baike.baidu.com/item/%E8%8E%B1%E6%AF%94%E9%94%A1%E7%BA%A7%E8%BD%BB%E5%B7%A1%E6%B4%8B%E8%88%B0/14747425
海圻号 巡洋舰,海圻号 巡洋舰,https://baike.baidu.com/item/%E6%B5%B7%E5%9C%BB%E5%8F%B7%20%E5%B7%A1%E6%B4%8B%E8%88%B0
沙恩霍斯特号/Scharnhorst,<em>沙恩霍斯特级</em>,https://baike.baidu.com/item/%E6%B2%99%E6%81%A9%E9%9C%8D%E6%96%AF%E7%89%B9%E7%BA%A7%E6%88%98%E5%88%97%E5%B7%A1%E6%B4%8B%E8%88%B0/8021060
重庆号 巡洋舰,重庆号 巡洋舰,https://baike.baidu.com/item/%E9%87%8D%E5%BA%86%E5%8F%B7%20%E5%B7%A1%E6%B4%8B%E8%88%B0
济远舰/巡洋舰,<em>济远</em>,https://baike.baidu.com/item/%E6%B5%8E%E8%BF%9C%E7%BA%A7%E5%B7%A1%E6%B4%8B%E8%88%B0/10252909
恩登号/Ender轻巡洋舰,<em>恩登号巡洋舰</em>,/item/%E6%81%A9%E7%99%BB%E5%8F%B7%E5%B7%A1%E6%B4%8B%E8%88%B0
塞德利茨号/Seydlitz,<em>塞德利茨号</em>,https://baike.baidu.com/item/%E5%A1%9E%E5%BE%B7%E5%88%A9%E8%8C%A8%E5%8F%B7%E6%88%98%E5%88%97%E5%B7%A1%E6%B4%8B%E8%88%B0/244913
广甲舰 巡洋舰,<em>广甲号</em>,https://baike.baidu.com/item/%E5%B9%BF%E7%94%B2%E5%8F%B7/9556594
莱比锡号/Leipzig,<em>莱比锡号</em>,https://baike.baidu.com/item/%E8%8E%B1%E6%AF%94%E9%94%A1%E5%8F%B7%E8%BD%BB%E5%9E%8B%E5%B7%A1%E6%B4%8B%E8%88%B0/10434180
052D型驱逐舰,052D型驱逐舰,https://baike.baidu.com/item/052D%E5%9E%8B%E9%A9%B1%E9%80%90%E8%88%B0
“阿利·伯克”（Arleigh Burke）级导弹驱逐舰,<em>阿利·伯克级驱逐舰</em>,https://baike.baidu.com/item/%E9%98%BF%E5%88%A9%C2%B7%E4%BC%AF%E5%85%8B%E7%BA%A7%E9%A9%B1%E9%80%90%E8%88%B0/7320509
