origin_name,verify_name,url
瑞穗号/Nisshin 航空母舰,瑞穗号/Nisshin 航空母舰,https://baike.baidu.com/item/%E7%91%9E%E7%A9%97%E5%8F%B7/Nisshin%20%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
千岁级/Zuiho 航空母舰,<em>千岁级航空母舰</em>,https://baike.baidu.com/item/%E5%8D%83%E5%B2%81%E7%BA%A7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/7618774
飞鹰号/Hiyo 航空母舰,<em>飞鹰</em>,https://baike.baidu.com/item/%E9%A3%9E%E9%B9%B0%E7%BA%A7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/5809287
千代田号/Chiyoda 航空母舰,<em>千代田号航空母舰</em>,/item/%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
神鹰级/Chiyoda 航空母舰,<em>神鹰</em>,https://baike.baidu.com/item/%E7%A5%9E%E9%B9%B0%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/10860426
大鹰号/Taiyo 航空母舰,<em>大鹰号航空母舰</em>,https://baike.baidu.com/item/%E5%A4%A7%E9%B9%B0%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/3912405
云鹰号/Unyo 航空母舰,<em>云鹰号航空母舰</em>,https://baike.baidu.com/item/%E4%BA%91%E9%B9%B0%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/3912815
克里蒙梭级,<em>克列孟梭级</em>,/item/%E5%85%8B%E5%88%97%E5%AD%9F%E6%A2%AD%E7%BA%A7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
阿罗芒什号/Arromanches航空母舰,<em>阿罗芒什号航空母舰</em>,/item/%E9%98%BF%E7%BD%97%E8%8A%92%E4%BB%80%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
飞鹰级/Hiyo 航空母舰,<em>飞鹰级航空母舰</em>,https://baike.baidu.com/item/%E9%A3%9E%E9%B9%B0%E7%BA%A7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/5809287
博伊斯-贝莱奥号航空母舰/Boyce Beilai Ao ,<em>博伊斯</em>,/item/%E5%8D%9A%E4%BC%8A%E6%96%AF%C2%B7%E8%B4%9D%E8%8E%B1%E5%A5%A5%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
大鹰级/Taiyo 航空母舰,<em>大鹰级/taiyo</em>,/item/%E5%A4%A7%E9%B9%B0%E7%BA%A7%2Ftaiyo
凯沃尔号/Cavour 航空母舰,<em>凯沃尔号航空母舰</em>,https://baike.baidu.com/item/%E5%87%AF%E6%B2%83%E5%B0%94%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/12577433
拉法耶特号/Lafayette No ,<em>拉法耶特号</em>,/item/%E6%8B%89%E6%B3%95%E8%80%B6%E7%89%B9%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
贝劳森林号航空母舰/CVL-24,<em>贝劳森林号航空母舰</em>,https://baike.baidu.com/item/%E8%B4%9D%E5%8A%B3%E6%A3%AE%E6%9E%97%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/3701110
海鹰级/Kaiyo 轻型航空母舰,<em>海鹰</em>,https://baike.baidu.com/item/%E6%B5%B7%E9%B9%B0%E5%8F%B7%E8%BD%BB%E5%9E%8B%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/10472789
新罗西斯克号,<em>新罗西斯克号</em>,https://baike.baidu.com/item/%E6%96%B0%E7%BD%97%E8%A5%BF%E6%96%AF%E5%85%8B%E5%8F%B7%E6%BD%9C%E8%89%87/2278257
贝亚恩号航空母舰/Bearn,<em>贝亚恩号航空母舰</em>,https://baike.baidu.com/item/%E8%B4%9D%E4%BA%9A%E6%81%A9%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/12616874
R38/胜利号/Victorious ,光辉级航空母舰 - 百度百科,https://baike.baidu.com/item/%E5%85%89%E8%BE%89%E7%BA%A7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/1228151
独角兽号/Unicorn航空母舰,<em>独角兽号航空母舰</em>,/item/%E7%8B%AC%E8%A7%92%E5%85%BD%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
5月25日号,<em>5月25日</em>,https://baike.baidu.com/item/5%E6%9C%8825%E6%97%A5/2991639
查克里·纳吕贝特号 航空母舰,查克里·纳吕贝特号 航空母舰,https://baike.baidu.com/item/%E6%9F%A5%E5%85%8B%E9%87%8C%C2%B7%E7%BA%B3%E5%90%95%E8%B4%9D%E7%89%B9%E5%8F%B7%20%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
圣保罗号/福熙号,<em>圣保罗号</em>,https://baike.baidu.com/item/%E5%9C%A3%E4%BF%9D%E7%BD%97%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/1546986
R92/不屈号/Indomitable ,<em>不屈号</em>,https://baike.baidu.com/item/%E4%B8%8D%E5%B1%88%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/10472577
R87/卓越号航空母舰/Illustrious ,<em>卓越号航空母舰</em>,https://baike.baidu.com/item/%E5%8D%93%E8%B6%8A%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/8784958
R21/墨尔本号/Melbourne,<em>墨尔本号</em>,https://baike.baidu.com/item/%E5%A2%A8%E5%B0%94%E6%9C%AC%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/1100729
卓越级航空母舰,<em>卓越</em>,https://baike.baidu.com/item/%E5%8D%93%E8%B6%8A%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/8784958
巨人级轻型航母,巨人级轻型航母,https://baike.baidu.com/item/%E5%B7%A8%E4%BA%BA%E7%BA%A7%E8%BD%BB%E5%9E%8B%E8%88%AA%E6%AF%8D
皇家方舟号航空母舰,皇家方舟号航空母舰,https://baike.baidu.com/item/%E7%9A%87%E5%AE%B6%E6%96%B9%E8%88%9F%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
B航舰,B航舰,https://baike.baidu.com/item/B%E8%88%AA%E8%88%B0
格拉夫·齐柏林/A航舰 航空母舰,<em>齐柏林</em>,https://baike.baidu.com/item/%E9%BD%90%E6%9F%8F%E6%9E%97%E5%8F%B7%E8%88%AA%E6%AF%8D/6038113
竞技神号/Hermes 航空母舰,<em>竞技神号航空母舰</em>,https://baike.baidu.com/item/%E7%AB%9E%E6%8A%80%E7%A5%9E%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/2276945
戴达罗号航空母舰,戴达罗号航空母舰,https://baike.baidu.com/item/%E6%88%B4%E8%BE%BE%E7%BD%97%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
半人马级航空母舰,半人马级航空母舰,https://baike.baidu.com/item/%E5%8D%8A%E4%BA%BA%E9%A9%AC%E7%BA%A7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
百眼巨人号/Argus 航空母舰,<em>百眼巨人号航空母舰</em>,https://baike.baidu.com/item/%E7%99%BE%E7%9C%BC%E5%B7%A8%E4%BA%BA%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0/3801466
光辉级航空母舰,光辉级航空母舰,https://baike.baidu.com/item/%E5%85%89%E8%BE%89%E7%BA%A7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0
尼古拉一世级 战列舰,尼古拉一世级 战列舰,https://baike.baidu.com/item/%E5%B0%BC%E5%8F%A4%E6%8B%89%E4%B8%80%E4%B8%96%E7%BA%A7%20%E6%88%98%E5%88%97%E8%88%B0
宾夕法尼亚级,<em>宾夕法尼亚级</em>,https://baike.baidu.com/item/%E5%AE%BE%E5%A4%95%E6%B3%95%E5%B0%BC%E4%BA%9A%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/3171699
BB-8/亚拉巴马号/Alabama战列舰,<em>亚拉巴马号战列舰</em>,/item/%E4%BA%9A%E6%8B%89%E5%B7%B4%E9%A9%AC%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/20451920
定远舰战列舰,<em>定远号战列舰</em>,https://baike.baidu.com/item/%E5%AE%9A%E8%BF%9C%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/1547774
阿尔汉格尔斯克号战列舰,<em>阿尔汉格尔斯克号</em>,https://baike.baidu.com/item/%E9%98%BF%E5%B0%94%E6%B1%89%E6%A0%BC%E5%B0%94%E6%96%AF%E5%85%8B%E5%8F%B7/3228889
塞瓦斯托波尔级/甘古特级战列舰,<em>甘古特级战列舰</em>,https://baike.baidu.com/item/%E7%94%98%E5%8F%A4%E7%89%B9%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/8021720
BB-6/肯塔基号/Kentucky 战列舰,<em>肯塔基号战列舰</em>,https://baike.baidu.com/item/%E8%82%AF%E5%A1%94%E5%9F%BA%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/3674002
扶桑号/Fuso战列舰,<em>扶桑号战列舰</em>,https://baike.baidu.com/item/%E6%89%B6%E6%A1%91%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/3909844
23型/苏联级 战列舰,<em>苏联级战列舰</em>,https://baike.baidu.com/item/%E8%8B%8F%E8%81%94%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/6669713
北卡罗来纳级 ,<em>北卡罗来纳级</em>,https://baike.baidu.com/item/%E5%8C%97%E5%8D%A1%E7%BD%97%E6%9D%A5%E7%BA%B3%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/3180052
武藏号/Musashi 战列舰,<em>武藏号战列舰</em>,https://baike.baidu.com/item/%E6%AD%A6%E8%97%8F%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/4178699
BB-23/密西西比号战列舰,<em>密西西比号战列舰</em>,https://baike.baidu.com/item/%E5%AF%86%E8%A5%BF%E8%A5%BF%E6%AF%94%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/12586213
内华达号战列舰,内华达号战列舰,https://baike.baidu.com/item/%E5%86%85%E5%8D%8E%E8%BE%BE%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
南达科他级战列舰(1920年) ,南达科他级战列舰(,/item/%E5%8D%97%E8%BE%BE%E7%A7%91%E4%BB%96%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/19913387
南达科他级战列舰(1941年),马萨诸塞号战列舰(,https://baike.baidu.com/item/%E9%A9%AC%E8%90%A8%E8%AF%B8%E5%A1%9E%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/1082187
蒙大拿级战列舰/Montana ,<em>蒙大拿级战列舰</em>,https://baike.baidu.com/item/%E8%92%99%E5%A4%A7%E6%8B%BF%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/5596599
印第安纳级战列舰/Indiana,<em>印第安纳级战列舰</em>,/item/%E5%8D%B0%E7%AC%AC%E5%AE%89%E7%BA%B3%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
BB-56/华盛顿号战列舰/Washington,<em>华盛顿号战列舰</em>,https://baike.baidu.com/item/%E5%8D%8E%E7%9B%9B%E9%A1%BF%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/270766
BB-61/艾奥瓦号/Iowa战列舰,<em>艾奥瓦号战列舰</em>,/item/%E8%89%BE%E5%A5%A5%E7%93%A6%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/20491683
BB-25/新罕布什尔号,<em>新罕布什尔号</em>,/item/%E6%96%B0%E7%BD%95%E5%B8%83%E4%BB%80%E5%B0%94%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-5/奇沙治号战列舰,齐尔,https://baike.baidu.com/item/%E9%BD%90%E5%B0%94%E6%B2%99%E6%B2%BB%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
科罗拉多级,<em>科罗拉多级</em>,https://baike.baidu.com/item/%E7%A7%91%E7%BD%97%E6%8B%89%E5%A4%9A%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/3179359
BB-18/康涅狄格号战列舰/Connecticut ,<em>康涅狄格</em>,/item/%E5%BA%B7%E6%B6%85%E7%8B%84%E6%A0%BC%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
衣阿华级战列舰,衣阿华级战列舰,https://baike.baidu.com/item/%E8%A1%A3%E9%98%BF%E5%8D%8E%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
BB-51/蒙大拿号战列舰/Montana ,<em>蒙大拿级战列舰</em>,https://baike.baidu.com/item/%E8%92%99%E5%A4%A7%E6%8B%BF%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/5596599
BB-48/西弗吉尼亚号/West Virginia ,BB-48/西弗吉尼亚号/West Virginia ,https://baike.baidu.com/item/BB-48/%E8%A5%BF%E5%BC%97%E5%90%89%E5%B0%BC%E4%BA%9A%E5%8F%B7/West%20Virginia%20
BB-63/密苏里号/Missouri,<em>密苏里号</em>,https://baike.baidu.com/item/%E5%AF%86%E8%8B%8F%E9%87%8C%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/10861832
BB-49/南达科他号战列舰,<em>南达科他号战列舰</em>,/item/%E5%8D%97%E8%BE%BE%E7%A7%91%E4%BB%96%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/20621778
BB-26/南卡罗来纳号战列舰,BB-26/南卡罗来纳号战列舰,https://baike.baidu.com/item/BB-26/%E5%8D%97%E5%8D%A1%E7%BD%97%E6%9D%A5%E7%BA%B3%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-28/特拉华级战列舰/Delaware,<em>特拉华级战列舰</em>,https://baike.baidu.com/item/%E7%89%B9%E6%8B%89%E5%8D%8E%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/240133
内华达级,<em>内华达级</em>,https://baike.baidu.com/item/%E5%86%85%E5%8D%8E%E8%BE%BE%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/2213662
特拉华级战列舰,特拉华级战列舰,https://baike.baidu.com/item/%E7%89%B9%E6%8B%89%E5%8D%8E%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
BB-52/北卡罗来纳号,<em>北卡罗来纳号</em>,https://baike.baidu.com/item/%E5%8C%97%E5%8D%A1%E7%BD%97%E6%9D%A5%E7%BA%B3%E5%8F%B7/3180353
新墨西哥级,<em>新墨西哥级</em>,https://baike.baidu.com/item/%E6%96%B0%E5%A2%A8%E8%A5%BF%E5%93%A5%E7%BA%A7(NewMexico)%E6%88%98%E5%88%97%E8%88%B0/15175961
南卡罗来纳级战列舰,南卡罗来纳级战列舰,https://baike.baidu.com/item/%E5%8D%97%E5%8D%A1%E7%BD%97%E6%9D%A5%E7%BA%B3%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
田纳西级战列舰,田纳西级战列舰,https://baike.baidu.com/item/%E7%94%B0%E7%BA%B3%E8%A5%BF%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
BB-32/怀俄明号/Wyoming 战列舰,<em>怀俄明</em>,https://baike.baidu.com/item/%E6%80%80%E4%BF%84%E6%98%8E%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/3170460
BB-28/特拉华号/Delaware 战列舰,<em>特拉华</em>,https://baike.baidu.com/item/%E7%89%B9%E6%8B%89%E5%8D%8E%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/240133
BB-30/佛罗里达号/Florida 战列舰,<em>佛罗里达号</em>,https://baike.baidu.com/item/%E4%BD%9B%E7%BD%97%E9%87%8C%E8%BE%BE%E5%8F%B7/3170063
BB-67/蒙大拿号/Montana　战列舰,<em>蒙大拿级战列舰</em>,https://baike.baidu.com/item/%E8%92%99%E5%A4%A7%E6%8B%BF%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/5596599
佛罗里达级战列舰,佛罗里达级战列舰,https://baike.baidu.com/item/%E4%BD%9B%E7%BD%97%E9%87%8C%E8%BE%BE%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
BB-34/纽约号/New York 战列舰,<em>纽约号战列舰</em>,https://baike.baidu.com/item/%E7%BA%BD%E7%BA%A6%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/12609947
BB-59/马萨诸塞号/Massachusetts 战列舰,<em>马萨诸塞号战列舰</em>,https://baike.baidu.com/item/%E9%A9%AC%E8%90%A8%E8%AF%B8%E5%A1%9E%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/1082187
纽约级战列舰,纽约级战列舰,https://baike.baidu.com/item/%E7%BA%BD%E7%BA%A6%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
BB-27/密歇根号/Michigan 战列舰,<em>BB-27/密歇根号/Michigan</em>,/item/BB-27%2F%E5%AF%86%E6%AD%87%E6%A0%B9%E5%8F%B7%2FMichigan
BB-2/麻萨诸塞号战列舰/Massachusetts,BB-2/麻萨诸塞号战列舰/Massachusetts,https://baike.baidu.com/item/BB-2/%E9%BA%BB%E8%90%A8%E8%AF%B8%E5%A1%9E%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/Massachusetts
BB-55/北卡罗来纳号/North Carolina 战列舰,<em>北卡罗来纳</em>,https://baike.baidu.com/item/%E5%8C%97%E5%8D%A1%E7%BD%97%E6%9D%A5%E7%BA%B3%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/3180052
康涅狄格级战列舰,康涅狄格级战列舰,https://baike.baidu.com/item/%E5%BA%B7%E6%B6%85%E7%8B%84%E6%A0%BC%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
伊利诺伊级,<em>伊利诺伊级</em>,/item/%E4%BC%8A%E5%88%A9%E8%AF%BA%E4%BC%8A%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
缅因级战列舰,缅因级战列舰,https://baike.baidu.com/item/%E7%BC%85%E5%9B%A0%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
BB-38/宾夕法尼亚号/Pennsylvania,<em>宾夕法尼亚</em>,https://baike.baidu.com/item/%E5%AE%BE%E5%A4%95%E6%B3%95%E5%B0%BC%E4%BA%9A%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0/3171699
BB-69/缅因号/Maine,<em>缅因</em>,/item/%E7%BC%85%E5%9B%A0%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
弗吉尼亚级,<em>弗吉尼亚级</em>,https://baike.baidu.com/item/%E5%BC%97%E5%90%89%E5%B0%BC%E4%BA%9A%E7%BA%A7%E6%94%BB%E5%87%BB%E6%A0%B8%E6%BD%9C%E8%89%87/6111163
BB-4 艾奥瓦/衣阿华号战列舰,<em>艾奥瓦号战列舰</em>,/item/%E8%89%BE%E5%A5%A5%E7%93%A6%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/20491683
BB-3/俄勒冈号/Oregon,<em>俄勒冈号</em>,/item/%E4%BF%84%E5%8B%92%E5%86%88%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-58 印第安纳号,<em>印第安纳号</em>,/item/%E5%8D%B0%E7%AC%AC%E5%AE%89%E7%BA%B3%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
怀俄明级战列舰,怀俄明级战列舰,https://baike.baidu.com/item/%E6%80%80%E4%BF%84%E6%98%8E%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
BB-62 新泽西号 New Jersey,<em>新泽西号</em>,https://baike.baidu.com/item/%E6%96%B0%E6%B3%BD%E8%A5%BF%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/4026702
BB-45/科罗拉多号/Colorado 战列舰,<em>科罗拉多号战列舰</em>,https://baike.baidu.com/item/%E7%A7%91%E7%BD%97%E6%8B%89%E5%A4%9A%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/12607962
BB-31/犹他号/Utah 战列舰,<em>犹他号</em>,https://baike.baidu.com/item/%E7%8A%B9%E4%BB%96%E5%8F%B7/3170270
BB-22/明尼苏达号/Minnesota 战列舰,<em>明尼苏达号战列舰</em>,/item/%E6%98%8E%E5%B0%BC%E8%8B%8F%E8%BE%BE%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-11/密苏里号/Missouri 战列舰,<em>密苏里号战列舰</em>,https://baike.baidu.com/item/%E5%AF%86%E8%8B%8F%E9%87%8C%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/10861832
BB-19/路易斯安那号/Louisiana 战列舰,<em>路易斯安那号战列舰</em>,/item/%E8%B7%AF%E6%98%93%E6%96%AF%E5%AE%89%E9%82%A3%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-71 路易斯安那号,BB-71 路易斯安那号,https://baike.baidu.com/item/BB-71%20%E8%B7%AF%E6%98%93%E6%96%AF%E5%AE%89%E9%82%A3%E5%8F%B7
弗朗切斯科·卡拉乔洛级 战列舰,<em>弗朗</em>,/item/%E5%BC%97%E6%9C%97%E8%A5%BF%E6%96%AF%E7%A7%91%C2%B7%E5%8D%A1%E6%8B%89%E4%B9%94%E6%B4%9B%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
BB-5/奇沙治号 ,齐尔,/item/%E9%BD%90%E5%B0%94%E6%B2%99%E6%B2%BB%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-33/阿肯色号/Arkansas 战列舰,<em>阿肯色号战列舰</em>,https://baike.baidu.com/item/%E9%98%BF%E8%82%AF%E8%89%B2%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/14125249
BB-24/爱达荷号/Idaho 战列舰,<em>爱达荷号战列舰</em>,/item/%E7%88%B1%E8%BE%BE%E8%8D%B7%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/20480442
BB-1/印第安纳号/Indiana,BB-1/印第安纳号/Indiana,https://baike.baidu.com/item/BB-1/%E5%8D%B0%E7%AC%AC%E5%AE%89%E7%BA%B3%E5%8F%B7/Indiana
BB-14/内布拉斯加号/Nebraska 战列舰,<em>内布拉斯加号战列舰</em>,/item/%E5%86%85%E5%B8%83%E6%8B%89%E6%96%AF%E5%8A%A0%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-17/罗德岛号/Rhode Island 战列舰,<em>罗德岛号战列舰</em>,/item/%E7%BD%97%E5%BE%B7%E5%B2%9B%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-12/俄亥俄号/Ohio 战列舰,<em>俄亥俄号战列舰</em>,/item/%E4%BF%84%E4%BA%A5%E4%BF%84%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-39/亚利桑那号/Arizona 战列舰,<em>亚利桑那号战列舰</em>,https://baike.baidu.com/item/%E4%BA%9A%E5%88%A9%E6%A1%91%E9%82%A3%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/6727244
BB-16/新泽西号 ,<em>新泽西号</em>,https://baike.baidu.com/item/%E6%96%B0%E6%B3%BD%E8%A5%BF%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/4026702
安德烈亚·多里亚级战列舰,安德烈亚·多里亚级战列舰,https://baike.baidu.com/item/%E5%AE%89%E5%BE%B7%E7%83%88%E4%BA%9A%C2%B7%E5%A4%9A%E9%87%8C%E4%BA%9A%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
BB-70/新罕布什尔号 ,<em>新罕布什尔号</em>,/item/%E6%96%B0%E7%BD%95%E5%B8%83%E4%BB%80%E5%B0%94%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-68/Ohio/俄亥俄号 ,<em>俄亥俄号</em>,/item/%E4%BF%84%E4%BA%A5%E4%BF%84%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-40/新墨西哥号,<em>新墨西哥</em>,https://baike.baidu.com/item/%E6%96%B0%E5%A2%A8%E8%A5%BF%E5%93%A5%E7%BA%A7(NewMexico)%E6%88%98%E5%88%97%E8%88%B0/15175961
BB-13/弗吉尼亚号,<em>佛吉尼亚</em>,/item/%E4%BD%9B%E5%90%89%E5%B0%BC%E4%BA%9A%E7%BA%A7%E6%88%98%E5%88%97%E8%88%B0
BB-7/伊利诺伊号,<em>伊利诺伊号</em>,/item/%E4%BC%8A%E5%88%A9%E8%AF%BA%E4%BC%8A%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/20457543
BB-46/马里兰号/Maryland 战列舰,<em>马里兰号战列舰</em>,https://baike.baidu.com/item/%E9%A9%AC%E9%87%8C%E5%85%B0%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/9780440
BB-9/威斯康辛号/Wisconsin,<em>威斯康辛号</em>,https://baike.baidu.com/item/%E5%A8%81%E6%96%AF%E5%BA%B7%E8%BE%9B%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/6166103
BB-37/俄克拉何马号/Oklahoma 战列舰,<em>俄克拉荷马号战列舰</em>,https://baike.baidu.com/item/%E4%BF%84%E5%85%8B%E6%8B%89%E8%8D%B7%E9%A9%AC%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/2255275
BB-10/缅因号/Maine ,<em>缅因号</em>,/item/%E7%BC%85%E5%9B%A0%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-21/堪萨斯号,<em>堪萨斯号</em>,/item/%E5%A0%AA%E8%90%A8%E6%96%AF%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-60/亚拉巴马号 ,<em>亚拉巴马号</em>,/item/%E4%BA%9A%E6%8B%89%E5%B7%B4%E9%A9%AC%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/20480422
BB-42/爱达荷号/Idaho 战列舰,<em>爱达荷号战列舰</em>,https://baike.baidu.com/item/%E7%88%B1%E8%BE%BE%E8%8D%B7%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/12603901
BB-35/得克萨斯号/Texas 战列舰,<em>德克萨斯号战列舰</em>,/item/%E5%BE%B7%E5%85%8B%E8%90%A8%E6%96%AF%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0
BB-37/俄克拉荷马号,<em>俄克拉荷马号</em>,https://baike.baidu.com/item/%E4%BF%84%E5%85%8B%E6%8B%89%E8%8D%B7%E9%A9%AC%E5%8F%B7/3171569
BB-31/AG-16/犹他号/Utah 战列舰,<em>犹他号</em>,https://baike.baidu.com/item/%E7%8A%B9%E4%BB%96%E5%8F%B7/3170270
BB-46/马里兰号战列舰,<em>马里兰号战列舰</em>,https://baike.baidu.com/item/%E9%A9%AC%E9%87%8C%E5%85%B0%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/9780440
BB-66/肯塔基号/Kentucky 战列舰,<em>肯塔基号战列舰</em>,https://baike.baidu.com/item/%E8%82%AF%E5%A1%94%E5%9F%BA%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/3674002
BB-41/密西西比号战列舰,<em>密西西比号战列舰</em>,https://baike.baidu.com/item/%E5%AF%86%E8%A5%BF%E8%A5%BF%E6%AF%94%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/12586213
BB-44/加利福尼亚号战列舰,<em>加利福尼亚号战列舰</em>,https://baike.baidu.com/item/%E5%8A%A0%E5%88%A9%E7%A6%8F%E5%B0%BC%E4%BA%9A%E5%8F%B7%E6%88%98%E5%88%97%E8%88%B0/12578043
