origin_name,verify_name,('_name' 5),url
Ki-27/97式战斗机,九七式战斗机,('式战斗机' 4),https://baike.baidu.com/item/%E4%B9%9D%E4%B8%83%E5%BC%8F%E6%88%98%E6%96%97%E6%9C%BA/6177968
Ki-84疾风/四式战斗机,<em>四式疾风战斗机</em>,('战斗机' 3),https://baike.baidu.com/item/%E6%97%A5%E6%9C%AC%E5%9B%9B%E5%BC%8F%E7%96%BE%E9%A3%8E%E6%88%98%E6%96%97%E6%9C%BA/8023140
雅克-38战斗机,雅克-38战斗机,('雅克-38战斗机' 8),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-38%E6%88%98%E6%96%97%E6%9C%BA
米格-1战斗机,米格-1战斗机,('米格-1战斗机' 7),https://baike.baidu.com/item/%E7%B1%B3%E6%A0%BC-1%E6%88%98%E6%96%97%E6%9C%BA
Ki-96试作双发战斗机,ki-96,('i-96' 4),/item/ki-96
雅克-25战斗机,雅克-25战斗机,('雅克-25战斗机' 8),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-25%E6%88%98%E6%96%97%E6%9C%BA
Ki-98试作战斗袭击机,ki-98,('i-98' 4),/item/ki-98
Ki-94-1高高度战斗机,Ki-94战斗机,('Ki-94' 5),https://baike.baidu.com/item/Ki-94%E6%88%98%E6%96%97%E6%9C%BA/3387630
Ki-93试作袭击机,ki-93,('i-93' 4),/item/ki-93
J1N1-S月光夜间战斗机 ,<em>J1N1-S 月光夜间战斗机</em>,('月光夜间战斗机' 7),/item/%E4%B8%AD%E5%B2%9B%20J1N1-S%20%E6%9C%88%E5%85%89%E5%A4%9C%E9%97%B4%E6%88%98%E6%96%97%E6%9C%BA
Ki-94-2高高度战斗机,ki-94-2,('i-94-2' 6),/item/ki-94-2
Ki-83远距离战斗机,ki-83,('i-83' 4),/item/ki-83
Ki-87试作高高度战斗机,Ki-87战斗机,('Ki-87' 5),https://baike.baidu.com/item/Ki-87%E6%88%98%E6%96%97%E6%9C%BA/3238637
Ki-109试作特殊防空战斗机,ki-109,('i-109' 5),/item/ki-109
Ki-10/95式战斗机,九五式战斗机,('式战斗机' 4),https://baike.baidu.com/item/%E4%B9%9D%E4%BA%94%E5%BC%8F%E6%88%98%E6%96%97%E6%9C%BA/7529539
Ki-100/五式战斗机,五式战斗机,('五式战斗机' 5),https://baike.baidu.com/item/%E4%BA%94%E5%BC%8F%E6%88%98%E6%96%97%E6%9C%BA/5788502
雅克-28战斗机,雅克-28战斗机,('雅克-28战斗机' 8),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-28%E6%88%98%E6%96%97%E6%9C%BA
Ki-108试作高高度战斗机,ki-108,('i-108' 5),/item/ki-108
P1Y2-S/极光夜间战斗机,p1y2-s,('2-' 2),/item/p1y2-s
“管鼻燕”式舰载战斗机,“管鼻燕”式舰载战斗机,('“管鼻燕”式舰载战斗机' 11),https://baike.baidu.com/item/%E2%80%9C%E7%AE%A1%E9%BC%BB%E7%87%95%E2%80%9D%E5%BC%8F%E8%88%B0%E8%BD%BD%E6%88%98%E6%96%97%E6%9C%BA
雅克-15战斗机,雅克-15战斗机,('雅克-15战斗机' 8),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-15%E6%88%98%E6%96%97%E6%9C%BA
Ki-102/四式战斗袭击机,<em>Ki-102四式</em>,('Ki-102' 6),https://baike.baidu.com/item/%E6%97%A5%E6%9C%AC%E5%B7%9D%E5%B4%8EKi-102%E5%9B%9B%E5%BC%8F%E9%AB%98%E7%A9%BA%E5%A4%9C%E9%97%B4%E6%88%98%E6%96%97%E6%9C%BA/7543959
13试双发陆上战斗机,13试,('13试' 3),/item/13%E8%AF%95
F4U 海盗式战斗机,F4U战斗机,('F4U' 3),https://baike.baidu.com/item/F4U%E6%88%98%E6%96%97%E6%9C%BA/5631582
喷火战斗机（Spitfire）,喷火,('喷火' 2),https://baike.baidu.com/item/%E5%96%B7%E7%81%AB%E5%BC%8F%E6%88%98%E6%96%97%E6%9C%BA/3677982
弯刀战斗机（Scimitar）,弯刀战斗机,('弯刀战斗机' 5),/item/%E5%BC%AF%E5%88%80%E6%88%98%E6%96%97%E6%9C%BA
Gloster Meteor“流星”战斗机,<em>流星战斗机</em>,('战斗机' 3),https://baike.baidu.com/item/%E8%8B%B1%E5%9B%BD%E6%B5%81%E6%98%9F%E6%88%98%E6%96%97%E6%9C%BA/4547309
雅克-141战斗机,雅克-141战斗机,('雅克-141战斗机' 9),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-141%E6%88%98%E6%96%97%E6%9C%BA
CR.32战斗机,CR.32战斗机,('CR.32战斗机' 8),https://baike.baidu.com/item/CR.32%E6%88%98%E6%96%97%E6%9C%BA
萤火虫舰载战斗机（Fairey  Firefly）,<em>萤火虫舰载战斗机</em>,('萤火虫舰载战斗机' 8),https://baike.baidu.com/item/%E8%8B%B1%E5%9B%BD%E8%90%A4%E7%81%AB%E8%99%AB%E8%88%B0%E8%BD%BD%E6%88%98%E6%96%97%E6%9C%BA/8027562
Gamecock“斗鸡”式战斗机,Gamecock“斗鸡”式战斗机,('Gamecock“斗鸡”式战斗机' 16),https://baike.baidu.com/item/Gamecock%E2%80%9C%E6%96%97%E9%B8%A1%E2%80%9D%E5%BC%8F%E6%88%98%E6%96%97%E6%9C%BA
B7A流星舰上攻击机,<em>B7A</em>,('B7A' 3),https://baike.baidu.com/item/%E7%88%B1%E7%9F%A5B7A%E2%80%9C%E6%B5%81%E6%98%9F%E2%80%9D%E8%88%B0%E8%BD%BD%E8%BD%B0%E7%82%B8%E6%9C%BA/15226301
大鹏战斗机（Roc）,大鹏战斗机,('大鹏战斗机' 5),https://baike.baidu.com/item/%E5%A4%A7%E9%B9%8F%E6%88%98%E6%96%97%E6%9C%BA/2869691
CW-21战斗机,CW-21战斗机,('CW-21战斗机' 8),https://baike.baidu.com/item/CW-21%E6%88%98%E6%96%97%E6%9C%BA
苍穹(Westland Welkin)战斗机,<em>苍穹(Westland Welkin)战斗机</em>,('苍穹(Westland Welkin)战斗机' 22),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=%E8%8B%8D%E7%A9%B9%28Westland%20Welkin%29%E6%88%98%E6%96%97%E6%9C%BA
狂怒(Hawker Fury)战斗机,狂怒(,('狂怒(' 3),https://baike.baidu.com/item/%E7%8B%82%E6%80%92/6717697
无畏式战斗机（Defiant）,<em>战斗机</em>,('战斗机' 3),/item/Do-215%E5%A4%9C%E9%97%B4%E6%88%98%E6%96%97%E6%9C%BA
飓风战斗机（Hurricane),飓风,('飓风' 2),https://baike.baidu.com/item/%E9%A3%93%E9%A3%8E%E5%BC%8F%E6%88%98%E6%96%97%E6%9C%BA/7503753
蚋式（Folland Gnat）教练/战斗机,<em>蚋</em>,('蚋' 1),https://baike.baidu.com/item/%E8%9A%8A%E8%9A%8B%E8%BD%BB%E5%9E%8B%E6%88%98%E6%96%97%E6%9C%BA/2756688
鹰-75战斗机,<em>75战斗机</em>,('75战斗机' 5),/item/P-75%E6%88%98%E6%96%97%E6%9C%BA
海怒战斗机（Hawker Sea Fury）,<em>海怒战斗机</em>,('海怒战斗机' 5),/item/%E9%9C%8D%E5%85%8B%E6%B5%B7%E6%80%92%E6%88%98%E6%96%97%E6%9C%BA
德哈维兰大黄蜂（Hornet）战斗机,大黄蜂,('大黄蜂' 3),https://baike.baidu.com/item/%E5%A4%A7%E9%BB%84%E8%9C%82%E9%87%8D%E5%9E%8B%E6%88%98%E6%96%97%E6%9C%BA%2F%E5%A4%9C%E9%97%B4%E6%88%98%E6%96%97%E6%9C%BA/7166156
B-24“贼鸥”（Skua）式战斗轰炸机,<em>B-24“贼鸥”（Skua）式战斗轰炸机</em>,('B-24“贼鸥”（Skua）式战斗轰炸机' 20),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=B-24%E2%80%9C%E8%B4%BC%E9%B8%A5%E2%80%9D%EF%BC%88Skua%EF%BC%89%E5%BC%8F%E6%88%98%E6%96%97%E8%BD%B0%E7%82%B8%E6%9C%BA
雅克-3战斗机,雅克-3战斗机,('雅克-3战斗机' 7),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-3%E6%88%98%E6%96%97%E6%9C%BA
英俊战士（Beaufighter）重型战斗机,英俊战士,('英俊战士' 4),https://baike.baidu.com/item/%E8%8B%B1%E4%BF%8A%E6%88%98%E5%A3%AB/8159183
暴风式(Tempest)战斗机,<em>暴风式(Tempest)战斗机</em>,('暴风式(Tempest)战斗机' 15),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=%E6%9A%B4%E9%A3%8E%E5%BC%8F%28Tempest%29%E6%88%98%E6%96%97%E6%9C%BA
雅克-1战斗机,雅克-1战斗机,('雅克-1战斗机' 7),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-1%E6%88%98%E6%96%97%E6%9C%BA
莽汉战斗机（Hotspur）,<em>莽汉战斗机（Hotspur）</em>,('莽汉战斗机（Hotspur）' 14),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=%E8%8E%BD%E6%B1%89%E6%88%98%E6%96%97%E6%9C%BA%EF%BC%88Hotspur%EF%BC%89
骆驼战斗机（Sopwith Camel）,骆驼战斗机,('骆驼战斗机' 5),https://baike.baidu.com/item/%E9%AA%86%E9%A9%BC%E6%88%98%E6%96%97%E6%9C%BA/2331545
Me 410大黄蜂战斗机,ME410战斗机,('410' 3),https://baike.baidu.com/item/ME410%E6%88%98%E6%96%97%E6%9C%BA/1543316
伊-15战斗机,伊-15战斗机,('伊-15战斗机' 7),https://baike.baidu.com/item/%E4%BC%8A-15%E6%88%98%E6%96%97%E6%9C%BA
福克E．Ⅲ战斗机,福克e,('福克' 2),/item/%E7%A6%8F%E5%85%8Be%E5%9E%8B%E6%88%98%E6%96%97%E6%9C%BA
Re.2000战斗机,Re.2000战斗机,('Re.2000战斗机' 10),https://baike.baidu.com/item/Re.2000%E6%88%98%E6%96%97%E6%9C%BA
Bf 110铁面战斗机,Bf110战斗机,('110' 3),https://baike.baidu.com/item/bf110%E6%88%98%E6%96%97%E6%9C%BA/7051130
Me 163战斗机,Me 163战斗机,('Me 163战斗机' 9),https://baike.baidu.com/item/Me%20163%E6%88%98%E6%96%97%E6%9C%BA
福克D.VII战斗机,福克D.VII战斗机,('福克D.VII战斗机' 10),https://baike.baidu.com/item/%E7%A6%8F%E5%85%8BD.VII%E6%88%98%E6%96%97%E6%9C%BA
Dr.I战斗机,<em>Dr.I</em>,('Dr.I' 4),https://baike.baidu.com/item/%E7%A6%8F%E5%85%8BDr.I(Fokker%20Dr.I)%E5%8D%95%E5%BA%A7%E4%B8%89%E7%BF%BC%E6%88%98%E6%96%97%E6%9C%BA/10998209
雅克-23战斗机,雅克-23战斗机,('雅克-23战斗机' 8),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-23%E6%88%98%E6%96%97%E6%9C%BA
雅克-7战斗机,雅克-7战斗机,('雅克-7战斗机' 7),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-7%E6%88%98%E6%96%97%E6%9C%BA
雅克-17战斗机,雅克-17战斗机,('雅克-17战斗机' 8),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-17%E6%88%98%E6%96%97%E6%9C%BA
雅克-9战斗机,雅克-9战斗机,('雅克-9战斗机' 7),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-9%E6%88%98%E6%96%97%E6%9C%BA
I-330/苏-1战斗机,苏-1歼击机,('苏-1' 3),/item/%E8%8B%8F-1%E6%AD%BC%E5%87%BB%E6%9C%BA
米格-27/鞭挞者-D 战斗机,米格-27,('米格-27' 5),https://baike.baidu.com/item/%E7%B1%B3%E6%A0%BC-27%E6%94%BB%E5%87%BB%E6%9C%BA/2757714
Re.2002战斗机,Re.2002,('Re.2002' 7),https://baike.baidu.com/item/Re.2002%E5%85%AC%E7%BE%8AII%E6%88%98%E6%96%97%E8%BD%B0%E7%82%B8%E6%9C%BA/10962849
Re.2005战斗机,Re.2005战斗机,('Re.2005战斗机' 10),https://baike.baidu.com/item/Re.2005%E6%88%98%E6%96%97%E6%9C%BA
Re.2001战斗机,Re.2001战斗机,('Re.2001战斗机' 10),https://baike.baidu.com/item/Re.2001%E6%88%98%E6%96%97%E6%9C%BA
伊-16战斗机 ,伊-16战斗机 ,('伊-16战斗机 ' 8),https://baike.baidu.com/item/%E4%BC%8A-16%E6%88%98%E6%96%97%E6%9C%BA%20
Me 209-II战斗机,Me209-II战斗机,('209-II战斗机' 9),https://baike.baidu.com/item/Me209-II%E6%88%98%E6%96%97%E6%9C%BA/5633089
雅克-38战斗机,雅克-38战斗机,('雅克-38战斗机' 8),https://baike.baidu.com/item/%E9%9B%85%E5%85%8B-38%E6%88%98%E6%96%97%E6%9C%BA
米格-35战斗机 ,米格-35战斗机 ,('米格-35战斗机 ' 9),https://baike.baidu.com/item/%E7%B1%B3%E6%A0%BC-35%E6%88%98%E6%96%97%E6%9C%BA%20
AUT.18战斗机,AUT.18战斗机,('AUT.18战斗机' 9),https://baike.baidu.com/item/AUT.18%E6%88%98%E6%96%97%E6%9C%BA
伊尔-10攻击机,伊尔-10攻击机,('伊尔-10攻击机' 8),https://baike.baidu.com/item/%E4%BC%8A%E5%B0%94-10%E6%94%BB%E5%87%BB%E6%9C%BA
米格-9,米格-9,('米格-9' 4),https://baike.baidu.com/item/%E7%B1%B3%E6%A0%BC-9
Ba.27战斗机,Ba.27战斗机,('Ba.27战斗机' 8),https://baike.baidu.com/item/Ba.27%E6%88%98%E6%96%97%E6%9C%BA
米格-31战斗机,米格-31战斗机,('米格-31战斗机' 8),https://baike.baidu.com/item/%E7%B1%B3%E6%A0%BC-31%E6%88%98%E6%96%97%E6%9C%BA
PZL P.1战斗机,PZL P.1战斗机,('PZL P.1战斗机' 10),https://baike.baidu.com/item/PZL%20P.1%E6%88%98%E6%96%97%E6%9C%BA
CR.42-箭式战斗机,<em>CR.42-箭式战斗机</em>,('CR.42-箭式战斗机' 11),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=CR.42-%E7%AE%AD%E5%BC%8F%E6%88%98%E6%96%97%E6%9C%BA
米格-3,米格-3,('米格-3' 4),https://baike.baidu.com/item/%E7%B1%B3%E6%A0%BC-3
G.91战斗机,G.91,('G.91' 4),/item/G.91%E6%94%BB%E5%87%BB%E6%9C%BA
G.55-人马座战斗机,<em>G.55</em>,('G.55' 4),https://baike.baidu.com/item/%E8%8F%B2%E4%BA%9A%E7%89%B9G.55%E5%8D%8A%E4%BA%BA%E9%A9%AC%E5%BA%A7%E6%88%98%E6%96%97%E6%9C%BA/5827305
PZL P.6战斗机,PZL,('PZL' 3),https://baike.baidu.com/item/PZL%20P.79%E2%80%9C%E6%B3%A2%E5%85%B0%E9%AD%82%E2%80%9D%E6%88%98%E6%96%97%E6%9C%BA/12277177
PWS-10战斗机,<em>PWS-10战斗机</em>,('PWS-10战斗机' 9),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=PWS-10%E6%88%98%E6%96%97%E6%9C%BA
CR.32-箭式战斗机,<em>CR.32-箭式战斗机</em>,('CR.32-箭式战斗机' 11),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=CR.32-%E7%AE%AD%E5%BC%8F%E6%88%98%E6%96%97%E6%9C%BA
He 162战斗机,He162战斗机,('162战斗机' 6),https://baike.baidu.com/item/He162%E6%88%98%E6%96%97%E6%9C%BA/5632969
G.50-箭式战斗机,箭式战斗机,('箭式战斗机' 5),https://baike.baidu.com/item/%E7%AE%AD%E5%BC%8F%E6%88%98%E6%96%97%E6%9C%BA/12608958
MC.205-雷电战斗机,MC.205-雷电战斗机,('MC.205-雷电战斗机' 12),https://baike.baidu.com/item/MC.205-%E9%9B%B7%E7%94%B5%E6%88%98%E6%96%97%E6%9C%BA
I-153“海鸥”战斗机,<em>战斗机</em>,('战斗机' 3),https://baike.baidu.com/item/%E4%BC%8A15%E6%88%98%E6%96%97%E6%9C%BA/736253
米格-23战斗机,米格-23战斗机,('米格-23战斗机' 8),https://baike.baidu.com/item/%E7%B1%B3%E6%A0%BC-23%E6%88%98%E6%96%97%E6%9C%BA
米格-15战斗机,米格-15战斗机,('米格-15战斗机' 8),https://baike.baidu.com/item/%E7%B1%B3%E6%A0%BC-15%E6%88%98%E6%96%97%E6%9C%BA
MC.202-雷电战斗机,MC.202战斗机,('MC.202' 6),/item/MC.202%E6%88%98%E6%96%97%E6%9C%BA
PZL P.11战斗机,PZL,('PZL' 3),/item/PZL%20P.1%E6%88%98%E6%96%97%E6%9C%BA
米格-17战斗机,米格-17战斗机,('米格-17战斗机' 8),https://baike.baidu.com/item/%E7%B1%B3%E6%A0%BC-17%E6%88%98%E6%96%97%E6%9C%BA
米格-21战斗机,米格-21战斗机,('米格-21战斗机' 8),https://baike.baidu.com/item/%E7%B1%B3%E6%A0%BC-21%E6%88%98%E6%96%97%E6%9C%BA
苏-37战斗机,苏-37战斗机,('苏-37战斗机' 7),https://baike.baidu.com/item/%E8%8B%8F-37%E6%88%98%E6%96%97%E6%9C%BA
米格-19战斗机,米格-19战斗机,('米格-19战斗机' 8),https://baike.baidu.com/item/%E7%B1%B3%E6%A0%BC-19%E6%88%98%E6%96%97%E6%9C%BA
MC.200-雷电战斗机,MC,('MC' 2),/item/MC.205%E6%88%98%E6%96%97%E6%9C%BA
PZL P.7战斗机,PZL,('PZL' 3),https://baike.baidu.com/item/PZL%20P.79%E2%80%9C%E6%B3%A2%E5%85%B0%E9%AD%82%E2%80%9D%E6%88%98%E6%96%97%E6%9C%BA/12277177
拉-5战斗机,拉-5战斗机,('拉-5战斗机' 6),https://baike.baidu.com/item/%E6%8B%89-5%E6%88%98%E6%96%97%E6%9C%BA
La-9战斗机,<em>9战斗机</em>,('9战斗机' 4),https://baike.baidu.com/item/%E6%8B%89-9%E6%88%98%E6%96%97%E6%9C%BA/5513199
拉格-3战斗机,拉格-3战斗机,('拉格-3战斗机' 7),https://baike.baidu.com/item/%E6%8B%89%E6%A0%BC-3%E6%88%98%E6%96%97%E6%9C%BA
苏-15战斗机,苏-15战斗机,('苏-15战斗机' 7),https://baike.baidu.com/item/%E8%8B%8F-15%E6%88%98%E6%96%97%E6%9C%BA
I-270战斗机,I-270,('I-270' 5),https://baike.baidu.com/item/I-270/9718727
苏-47金雕式战斗机,苏-47战斗机,('苏-47' 4),https://baike.baidu.com/item/%E8%8B%8F-47%E6%88%98%E6%96%97%E6%9C%BA/3070088
拉格-1战斗机,拉格,('拉格' 2),https://baike.baidu.com/item/%E6%8B%89%E6%A0%BC-3%E6%88%98%E6%96%97%E6%9C%BA/5530587
苏-17攻击机,苏-17攻击机,('苏-17攻击机' 7),https://baike.baidu.com/item/%E8%8B%8F-17%E6%94%BB%E5%87%BB%E6%9C%BA
PZL P.24战斗机,P.24战斗机,('P.24战斗机' 7),/item/P.24%E6%88%98%E6%96%97%E6%9C%BA
La-11战斗机,La-11,('La-11' 5),https://baike.baidu.com/item/La-11/9016115
拉-7战斗机,<em>7战斗机</em>,('7战斗机' 4),https://baike.baidu.com/item/%E6%8B%897%E6%88%98%E6%96%97%E6%9C%BA/5128611
CL-1200/X-27枪骑兵,X-27,('X-27' 4),https://baike.baidu.com/item/X-27/1501551
霍克II战斗机,霍克II战斗机,('霍克II战斗机' 7),https://baike.baidu.com/item/%E9%9C%8D%E5%85%8BII%E6%88%98%E6%96%97%E6%9C%BA
KF-X战斗机,KF-X战斗机,('KF-X战斗机' 7),https://baike.baidu.com/item/KF-X%E6%88%98%E6%96%97%E6%9C%BA
F-19战斗机,F-19战斗机,('F-19战斗机' 7),https://baike.baidu.com/item/F-19%E6%88%98%E6%96%97%E6%9C%BA
AMCA战斗机,AMCA,('AMCA' 4),https://baike.baidu.com/item/AMCA%E5%85%88%E8%BF%9B%E4%B8%AD%E5%9E%8B%E6%88%98%E6%96%97%E6%9C%BA/12632463
F2A水牛战斗机,F2A水牛战斗机,('F2A水牛战斗机' 8),https://baike.baidu.com/item/F2A%E6%B0%B4%E7%89%9B%E6%88%98%E6%96%97%E6%9C%BA
F-21幼狮战斗机,F-21幼狮战斗机,('F-21幼狮战斗机' 9),https://baike.baidu.com/item/F-21%E5%B9%BC%E7%8B%AE%E6%88%98%E6%96%97%E6%9C%BA
纽波特17战斗机,纽波特,('纽波特' 3),/item/%E7%BA%BD%E6%B3%A2%E7%89%B9-17%E5%BC%8F%E6%88%98%E6%96%97%E6%9C%BA
F-15SE沉默鹰式战斗机,F-15SE,('F-15SE' 6),/item/F-15SE%E2%80%9C%E6%B2%89%E9%BB%98%E9%B9%B0%E2%80%9D%E6%88%98%E6%96%97%E6%9C%BA
幻影4000战斗机,幻影4000战斗机,('幻影4000战斗机' 9),https://baike.baidu.com/item/%E5%B9%BB%E5%BD%B14000%E6%88%98%E6%96%97%E6%9C%BA
F-20虎鲨战斗机,F-20虎鲨战斗机,('F-20虎鲨战斗机' 9),https://baike.baidu.com/item/F-20%E8%99%8E%E9%B2%A8%E6%88%98%E6%96%97%E6%9C%BA
斯帕德VII战斗机,斯帕德VII战斗机,('斯帕德VII战斗机' 9),https://baike.baidu.com/item/%E6%96%AF%E5%B8%95%E5%BE%B7VII%E6%88%98%E6%96%97%E6%9C%BA
P-36战斗机,P-36战斗机,('P-36战斗机' 7),https://baike.baidu.com/item/P-36%E6%88%98%E6%96%97%E6%9C%BA
XF-103战斗机,XF-103战斗机,('XF-103战斗机' 9),https://baike.baidu.com/item/XF-103%E6%88%98%E6%96%97%E6%9C%BA
P-43枪骑兵战斗机,P-43,('P-43' 4),/item/P-43%E2%80%9C%E6%9E%AA%E9%AA%91%E5%85%B5%E2%80%9D%E6%88%98%E6%96%97%E6%9C%BA
F9C战斗机,F9C战斗机,('F9C战斗机' 6),https://baike.baidu.com/item/F9C%E6%88%98%E6%96%97%E6%9C%BA
XF13C战斗机,XF13C战斗机,('XF13C战斗机' 8),https://baike.baidu.com/item/XF13C%E6%88%98%E6%96%97%E6%9C%BA
米格-1.44战斗机,米格-1.44战斗机,('米格-1.44战斗机' 10),https://baike.baidu.com/item/%E7%B1%B3%E6%A0%BC-1.44%E6%88%98%E6%96%97%E6%9C%BA
XF-85小鬼式战斗机,xf-85战斗机,('-85' 3),https://baike.baidu.com/item/xf-85%E6%88%98%E6%96%97%E6%9C%BA/2431237
JAS 39鹰狮战斗机,JAS,('JAS' 3),https://baike.baidu.com/item/JAS-39%E6%88%98%E6%96%97%E6%9C%BA/2840978
P-26战斗机,P-26战斗机,('P-26战斗机' 7),https://baike.baidu.com/item/P-26%E6%88%98%E6%96%97%E6%9C%BA
YF-17战斗机,YF-17战斗机,('YF-17战斗机' 8),https://baike.baidu.com/item/YF-17%E6%88%98%E6%96%97%E6%9C%BA
YF-23战斗机,YF-23战斗机,('YF-23战斗机' 8),https://baike.baidu.com/item/YF-23%E6%88%98%E6%96%97%E6%9C%BA
XF-108轻剑战斗机,XF-108轻剑战斗机,('XF-108轻剑战斗机' 11),https://baike.baidu.com/item/XF-108%E8%BD%BB%E5%89%91%E6%88%98%E6%96%97%E6%9C%BA
Saab-35龙战斗机,Saab-35战斗机,('Saab-35' 7),https://baike.baidu.com/item/Saab-35%E6%88%98%E6%96%97%E6%9C%BA/9943869
YF-12战斗机,YF-12战斗机,('YF-12战斗机' 8),https://baike.baidu.com/item/YF-12%E6%88%98%E6%96%97%E6%9C%BA
IDF战斗机,IDF战斗机,('IDF战斗机' 6),https://baike.baidu.com/item/IDF%E6%88%98%E6%96%97%E6%9C%BA
F-CK-1经国号战斗机,F-CK-1战斗机,('F-CK-1' 6),/item/F-CK-1%E6%88%98%E6%96%97%E6%9C%BA
F-15 S/MTD试验机,F-15 S/MTD试验机,('F-15 S/MTD试验机' 13),https://baike.baidu.com/item/F-15%20S/MTD%E8%AF%95%E9%AA%8C%E6%9C%BA
X-35验证机,X-35,('X-35' 4),https://baike.baidu.com/item/X-35/1501938
XF5F战斗机,XF5F战斗机,('XF5F战斗机' 7),https://baike.baidu.com/item/XF5F%E6%88%98%E6%96%97%E6%9C%BA
里尔35,里尔35,('里尔35' 4),https://baike.baidu.com/item/%E9%87%8C%E5%B0%9435
AJ/A-2“野人”,A-2,('A-2' 3),https://baike.baidu.com/item/A-2%20Savage/8429713
A4D和A/TA-4“天鹰”,A-4,('A-4' 3),https://baike.baidu.com/item/A-4%E6%94%BB%E5%87%BB%E6%9C%BA/7195681
A-10“雷电II”,<em>A-10</em>,('A-10' 4),/item/%E2%80%9C%E6%8C%81%E4%B9%85%E8%87%AA%E7%94%B1%E8%A1%8C%E5%8A%A8%E2%80%9D%E4%B8%AD%E7%9A%84A-10%E2%80%9C%E9%9B%B7%E7%94%B5%E2%80%9DII%20%282002%E2%80%942007%29
OV-10“野马” 空中前进控制机/近距离空中支援机,OV10野马,('OV' 2),https://baike.baidu.com/item/OV10%E9%87%8E%E9%A9%AC/6521130
A-5/RA-5“民团团员” 轰炸机/侦察机,A-5,('A-5' 3),https://baike.baidu.com/item/A-5%E6%94%BB%E5%87%BB%E6%9C%BA/7195829
AD/A-1“空中袭击者”,A-1攻击,('A-1' 3),https://baike.baidu.com/item/A-1%E6%94%BB%E5%87%BB%E6%9C%BA/6984884
沃特(N-G)A-7“海盗Ⅱ”,<em>海盗</em>,('海盗' 2),/item/A%E2%80%947%E2%80%9C%E6%B5%B7%E7%9B%97%E2%80%9D
AM“拳师”攻击机,AM“拳师”攻击机,('AM“拳师”攻击机' 9),https://baike.baidu.com/item/AM%E2%80%9C%E6%8B%B3%E5%B8%88%E2%80%9D%E6%94%BB%E5%87%BB%E6%9C%BA
A-6“入侵者”攻击机,A-6“入侵者”攻击机,('A-6“入侵者”攻击机' 11),https://baike.baidu.com/item/A-6%E2%80%9C%E5%85%A5%E4%BE%B5%E8%80%85%E2%80%9D%E6%94%BB%E5%87%BB%E6%9C%BA
超级军旗攻击机,超军旗,('军旗' 2),https://baike.baidu.com/item/%E8%B6%85%E5%86%9B%E6%97%97%E8%88%B0%E8%BD%BD%E6%94%BB%E5%87%BB%E6%9C%BA/8115827
英国航宇 FRS.51喷气式战斗攻击机,<em>战斗机</em>,('战斗' 2),https://baike.baidu.com/item/%E9%B9%9E%E5%BC%8F%E6%88%98%E6%96%97%E6%9C%BA/7978665
AU-24“公马”攻击机,AU-24攻击机,('AU-24' 5),/item/AU-24%E6%94%BB%E5%87%BB%E6%9C%BA
13式舰上攻击机,13,('13' 2),/item/13%E8%AF%95
神龙特殊攻击机,神龙特殊攻击机,('神龙特殊攻击机' 7),https://baike.baidu.com/item/%E7%A5%9E%E9%BE%99%E7%89%B9%E6%AE%8A%E6%94%BB%E5%87%BB%E6%9C%BA
Hs 129攻击机,HS,('H' 1),https://baike.baidu.com/item/HS-129%E6%94%BB%E5%87%BB%E6%9C%BA/5788655
 B5N/97式1号舰上攻击机,<em>B5N</em>,('B5N' 3),https://baike.baidu.com/item/%E4%B8%AD%E5%B2%9BB5N%2297%22%E5%BC%8F%E8%88%B0%E8%BD%BD%E6%94%BB%E5%87%BB%E6%9C%BA/15123638
Ki-115甲剑特殊攻击机,<em>Ki-115甲剑特殊攻击机</em>,('Ki-115甲剑特殊攻击机' 13),http://www.baidu.com/s?ie=utf-8&fr=bks0000&wd=Ki-115%E7%94%B2%E5%89%91%E7%89%B9%E6%AE%8A%E6%94%BB%E5%87%BB%E6%9C%BA
M6A1 晴岚攻击机,m6a1晴岚,('晴岚' 2),/item/m6a1%E6%99%B4%E5%B2%9A
AT-3高级教练/轻攻击机,AT-3,('AT-3' 4),/item/AT-3%E8%87%AA%E5%BC%BA%E5%8F%B7%E9%AB%98%E7%BA%A7%E6%95%99%E7%BB%83-%E8%BD%BB%E6%94%BB%E5%87%BB%E6%9C%BA
